#---it-------t---------dt-------urms-------umax-------epsK-------orms--------oum-------omumz------rhom--------brms---------TT2m--------Rmesh---
  14600     33.919  2.36E-03  9.597E-02  3.125E-01  5.427E-02  5.117E-01  2.826E-02  1.149E-04  6.504E+01  6.58019E-07  8.94370E+00  2.650E+00
  14700     34.155  2.35E-03  9.511E-02  3.019E-01  5.317E-02  5.070E-01  2.741E-02  1.149E-04  6.504E+01  6.56583E-07  8.94416E+00  2.656E+00
  14800     34.390  2.36E-03  9.529E-02  3.143E-01  5.306E-02  5.070E-01  2.755E-02  2.218E-04  6.504E+01  6.55153E-07  8.94560E+00  2.653E+00
  14900     34.625  2.35E-03  9.496E-02  3.093E-01  5.270E-02  5.050E-01  2.726E-02  2.218E-04  6.504E+01  6.53739E-07  8.94710E+00  2.657E+00
  15000     34.860  2.36E-03  9.483E-02  3.088E-01  5.252E-02  5.037E-01  2.701E-02  2.206E-04  6.504E+01  6.52156E-07  8.94840E+00  2.652E+00
  15100     35.095  2.34E-03  9.491E-02  3.228E-01  5.261E-02  5.047E-01  2.715E-02  2.206E-04  6.504E+01  6.50420E-07  8.94966E+00  2.667E+00
  15200     35.329  2.35E-03  9.507E-02  3.446E-01  5.285E-02  5.056E-01  2.728E-02  2.240E-04  6.504E+01  6.48838E-07  8.94965E+00  2.665E+00
  15300     35.564  2.35E-03  9.553E-02  3.239E-01  5.378E-02  5.077E-01  2.782E-02  2.240E-04  6.504E+01  6.47339E-07  8.94937E+00  2.659E+00
  15400     35.799  2.34E-03  9.603E-02  3.194E-01  5.414E-02  5.096E-01  2.809E-02  2.270E-04  6.504E+01  6.46001E-07  8.94933E+00  2.671E+00
  15500     36.033  2.34E-03  9.594E-02  3.152E-01  5.420E-02  5.103E-01  2.805E-02  2.270E-04  6.504E+01  6.44752E-07  8.94939E+00  2.674E+00
  15600     36.267  2.34E-03  9.604E-02  3.174E-01  5.414E-02  5.102E-01  2.831E-02  2.262E-04  6.504E+01  6.43758E-07  8.94979E+00  2.677E+00
